INDV,O(HOM),E(HOM),N_SITES,F,O(HET),Prop,Species,Chrom,SEXO
A323_U_Hasnov_L2,2059972,1929176.3,2105351,0.74242,45379,0.021554126,H.antiochus,Chr14,Female
A3491__Hschoc_L3,2045741,1909789.3,2083652,0.78195,37911,0.018194497,H.sapho,Chr14,Female
A3497__Hschoc,2073938,1937884.3,2114977,0.76826,41039,0.019403994,H.sapho,Chr14,Male
A3501__Hschoc_L2,2059718,1927601.7,2103443,0.75134,43725,0.020787347,H.sapho,Chr14,Male
A3646__Heeleu_L2,2036020,1888833.4,2061151,0.85416,25131,0.012192702,H.eleuchia,Chr14,Male
A3740__Hcaqui_L2,2108003,1945980.1,2124250,0.90886,16247,0.007648346,H.congener,Chr14,Male
A3837__Hcaqui_L2,2094133,1929622.4,2106034,0.93254,11901,0.005650906,H.congener,Chr14,Male
A3856__Hsspru_L1,2113107,2061981,2255820,0.26375,142713,0.063264356,H.sara,Chr14,Female
A3858__Hsspru_L1,2142763,2050914.9,2243540,0.47682,100777,0.044918744,H.sara,Chr14,Female
A3861__Hsspru_L1,2151406,2046722.9,2238837,0.5449,87431,0.039051972,H.sara,Chr14,Female
A3900__Hsmagd_L1,2136451,2052730.6,2245605,0.43407,109154,0.048607836,H.sara,Chr14,Female
A4016__Hlleuc,2078519,1948933.1,2129562,0.71742,51043,0.023968779,H.leucadia,Chr14,Female
A4121__Hssara_L1,2112314,2050713.2,2243070,0.32024,130756,0.058293321,H.sara,Chr14,Male
A4272__Hssara_L1,2092903,2031597.2,2221912,0.32213,129009,0.058062155,H.sara,Chr14,Male
A4278__Hcaqui_L2,2079095,1919847.3,2095176,0.90828,16081,0.00767525,H.congener,Chr14,Male
A4340__Hsmagd_L1,2092039,2029562.7,2219465,0.32899,127426,0.057412935,H.sara,Chr14,Male
A4343__Hssara_L1,2098804,2038653.4,2229659,0.31492,130855,0.058688347,H.sara,Chr14,Female
A4489__Hssara_L1,2108004,2048566.6,2240548,0.3096,132544,0.059156956,H.sara,Chr14,Male
A4534__Hsbrev_L2,2140500,2057415.1,2250633,0.43001,110133,0.048934233,H.sara,Chr14,Female
A4538__Hsbrev_L2,2143008,2058230.4,2251579,0.43847,108571,0.048219938,H.sara,Chr14,Male
A4678__Hselek_L2,2161413,2043145.1,2234982,0.6165,73569,0.032917044,H.sara,Chr14,Female
A4680__Hselek_L6,2146244,2016780.8,2205775,0.68501,59531,0.0269887,H.sara,Chr14,Male
A4683__Hselek_L2,2152537,2026440.9,2216471,0.66356,63934,0.028844952,H.sara,Chr14,Female
A4749__Heeleu,1967582,1877001.1,2047826,0.53026,80244,0.03918497,H.eleuchia,Chr14,Female
D3_USD_Hvenez_L1,2034102,1871909.3,2042548,0.9505,8446,0.004135031,H.hewitsoni,Chr14,Male
D5208__Hvenez_L1,1970936,1843317.9,2010852,0.76174,39916,0.019850292,H.antiochus,Chr14,Male
D5211__Hvenez_L1,2063573,2002568.4,2189955,0.32555,126382,0.057709862,H.sara,Chr14,Male
D5213__Hvenez_L1,2025243,1895366.8,2068474,0.75026,43231,0.020899948,H.antiochus,Chr14,Male
D5221__Hvenez_L1,1986748,1860996.1,2030313,0.7427,43565,0.021457283,H.antiochus,Chr14,Female
D5248__Hvenez_L1,2103222,2018563.2,2207693,0.44762,104471,0.047321344,H.sara,Chr14,Female
D5253__Hvenez_L1,1997463,1862645.2,2032170,0.79527,34707,0.017078788,H.antiochus,Chr14,Male
D5259__Hvenez_L1,2017821,1888175.1,2060382,0.75285,42561,0.020656849,H.antiochus,Chr14,Male
D5270__Hvenez_L1,1988978,1874202.9,2044910,0.67235,55932,0.027351815,H.antiochus,Chr14,Male
D5273__Hvenez_L1,1972698,1858114.5,2026671,0.67979,53973,0.026631358,H.antiochus,Chr14,Female
D5276__Hvenez_L1,1992230,1876648.3,2047555,0.67629,55325,0.027020031,H.antiochus,Chr14,Female
D6_USD_Hvenez_L1,2000300,1836997.8,2003813,0.97894,3513,0.001753158,H.hewitsoni,Chr14,Female
D7_USD_Hvenez_L1,1995736,1836858.4,2003296,0.95458,7560,0.003773781,H.hewitsoni,Chr14,Male
R_1163_Hasnov_L8,2023427,1898914,2071888,0.71984,48461,0.023389778,H.antiochus,Chr14,Male
R_15_D_Hssara_L1,2072480,2009386.1,2197100,0.33612,124620,0.056720222,H.sara,Chr14,Male
R_16_D_Hssara_L1,2077174,2014341.9,2202534,0.33387,125360,0.056916261,H.sara,Chr14,Male
R_2794_Hssaph_L7,1996512,1869413.8,2038718,0.75071,42206,0.020702226,H.sapho,Chr14,Female
R_31_D_Hsmagd_L1,2122674,2038448.6,2229610,0.4406,106936,0.047961751,H.sara,Chr14,Male
R_32_D_Hsmagd_L2,2124354,2039054,2230368,0.44586,106014,0.047532066,H.sara,Chr14,Male
R_3467_Hssara_L1,2078418,2018468.7,2207238,0.31758,128820,0.058362533,H.sara,Chr14,Male
R_3510_Hschoc_L8,2017524,1890195.8,2061898,0.74156,44374,0.021520948,H.sapho,Chr14,Female
R_3511_Hschoc_L2,2020930,1891398.5,2063141,0.75422,42211,0.020459581,H.sapho,Chr14,Male
R_35_D_Hssara_L1,2073847,2010698.6,2198520,0.33622,124673,0.056707694,H.sara,Chr14,Female
R_36_D_Hssara_L8,2043807,2050733.4,2242847,-0.03605,199040,0.08874435,H.sara,Chr14,Female
R_3751_Hssara_L8,2089428,2031845,2222113,0.30264,132685,0.059711185,H.sara,Chr14,Female
R_37_D_Hssara_L2,2031536,2041840.3,2232736,-0.05398,201200,0.090113654,H.sara,Chr14,Female
R_4134_Hsmagd_L7,2097486,2034598.6,2225119,0.33008,127633,0.057360078,H.sara,Chr14,Male
R_4186_Hsmagd_L8,2108975,2023743.1,2213439,0.44931,104464,0.047195337,H.sara,Chr14,Male
R_4187_Hsmagd_L1,2129292,2044644,2236564,0.44106,107272,0.047962857,H.sara,Chr14,Male
R_4510_Hssaph_L8,2054102,1925440.6,2101412,0.73115,47310,0.022513434,H.sapho,Chr14,Female
R_4590_Hsspru_L2,2118570,2033534.4,2224236,0.44591,105666,0.047506649,H.sara,Chr14,Male
R_4591_Hsspru_L1,2104458,2018770.4,2207916,0.45302,103458,0.046857761,H.sara,Chr14,Male
R_4597_Hsspru_L7,2125917,2039342.9,2230709,0.4524,104792,0.046976993,H.sara,Chr14,Female
R_4864_Heeleu_L7,1945328,1855300.5,2023844,0.53415,78516,0.03879548,H.eleuchia,Chr14,Female
R_4871_Heeleu_L8,1998318,1854054.3,2021899,0.85951,23581,0.011662798,H.eleuchia,Chr14,Male
R_5074_Haaran_L7,2012565,1884990.7,2056338,0.74454,43773,0.02128687,H.antiochus,Chr14,Female
R_5091_Hssaph_L8,2040233,1912853.5,2087244,0.73043,47011,0.022523002,H.sapho,Chr14,Female
R_5092_Hssaph_L1,2045818,1923319.1,2098318,0.7,52500,0.02502004,H.sapho,Chr14,Female
R_5237_Hssaph_L3,2018242,1891901.7,2063986,0.73418,45744,0.022162941,H.sapho,Chr14,Male
R_5314_Hssaph_L3,2021258,1894627.6,2067093,0.73424,45835,0.022173652,H.sapho,Chr14,Female
R_5324_Hssaph_L3,2035249,1907135.3,2080882,0.73736,45633,0.021929643,H.sapho,Chr14,Male
R_806__Hccong_L1,1994015,1890736.4,2062632,0.60082,68617,0.033266719,H.congener,Chr14,Female
R_807__Hccong_L1,2031743,1874683.7,2044992,0.92221,13249,0.006478754,H.congener,Chr14,Male
R_808__Hccong_L1,2015632,1861115.6,2029824,0.91588,14192,0.006991739,H.congener,Chr14,Male
R_812__Hssara_L3,2077817,2014974.7,2203324,0.33365,125507,0.056962571,H.sara,Chr14,Female
R_820__Hssara_L3,2089294,2024277.8,2213764,0.34312,124470,0.056225506,H.sara,Chr14,Male
R_828__Hssara_L3,2082241,2019534.2,2208502,0.33184,126261,0.057170426,H.sara,Chr14,Male
R_831__Hccong_L7,1876560,1781662.1,1939754,0.60027,63194,0.032578358,H.congener,Chr14,Female
R_869__Heprim_L3,1941765,1799795.2,1962256,0.87387,20491,0.010442572,H.eleuchia,Chr14,Male
R_870__Heprim_L3,1887107,1800073.4,1962703,0.53516,75596,0.038516271,H.eleuchia,Chr14,Female
R_871__Hsspru_L3,2120709,2032846.3,2223508,0.46083,102799,0.0462328,H.sara,Chr14,Male
R_886__Hsspru_L3,2126039,2039970.1,2231445,0.4495,105406,0.047236656,H.sara,Chr14,Male
R_887__Heprim_L3,1810146,1726025.1,1880418,0.54485,70272,0.037370414,H.eleuchia,Chr14,Female
R_888__Heprim_L3,1942844,1800368.5,1962832,0.87697,19988,0.010183245,H.eleuchia,Chr14,Male
S1053__Hssara_L7,2106377,2044271.5,2235991,0.32394,129614,0.057967139,H.sara,Chr14,Male
S12_US_Hssara_L7,2098213,2037004.5,2227943,0.32057,129730,0.058228599,H.sara,Chr14,Female
S1_USD_Hssara_L7,2093476,2033143.5,2223632,0.31673,130156,0.058533067,H.sara,Chr14,Male
S2083__Heeleu_L2,2089145,1918550.4,2093952,0.97259,4807,0.002295659,H.eleuchia,Chr14,Male
S21203_Haanti_L5,2063010,1946851.4,2125595,0.64986,62585,0.029443521,H.antiochus,Chr14,Female
S21204_Hssara_L5,2098128,2037342.2,2228302,0.31832,130174,0.058418473,H.sara,Chr14,Male
S21229_Haanti_L5,2045853,1929934.5,2106795,0.65542,60942,0.028926402,H.antiochus,Chr14,Male
S21234_Haanti_L2,2062467,1946157.2,2124549,0.65199,62082,0.029221261,H.antiochus,Chr14,Female
S2172__Hsmagd_L5,2111164,2050194.7,2242618,0.31685,131454,0.058616314,H.sara,Chr14,Male
S2852__Heprim_L2,2034561,1885739.1,2057518,0.86636,22957,0.011157618,H.eleuchia,Chr14,Male
S29_US_Hsmagd_L2,2050820,2073777,2268774,-0.11773,217954,0.096066863,H.sara,Chr14,Male
S3106__Heeleu_L2,1963364,1805230,1968561,0.96818,5197,0.002639999,H.eleuchia,Chr14,Male
S337_1_Haanti_L2,2059410,1941134.3,2119033,0.66485,59623,0.028136891,H.antiochus,Chr14,Male
S33_US_Hlpseu_L5,2086848,1955211.5,2136732,0.72519,49884,0.023345932,H.leucadia,Chr14,Male
S3533__Hsmagd_L5,2142167,2058153.4,2251577,0.43435,109410,0.048592609,H.sara,Chr14,Male
S40203_Hccong_L2,2062604,1906182.7,2080167,0.89905,17563,0.008443072,H.congener,Chr14,Male
S40219_Hssara_L7,2101582,2040269,2231432,0.32074,129850,0.058191332,H.sara,Chr14,Male
S40343_Heprim_L2,2032607,1884537.8,2056091,0.86311,23484,0.011421673,H.eleuchia,Chr14,Male
S4096__Haanti_L5,2057318,1940512.8,2118566,0.65601,61248,0.028910121,H.antiochus,Chr14,Female
S4097__Haanti_L5,2060178,1944186.8,2122588,0.65017,62410,0.029402786,H.antiochus,Chr14,Male
S4346__Hsmagd_L5,2090570,2029160.6,2219131,0.32326,128561,0.057933038,H.sara,Chr14,Female
S4704__Hselek_L5,2157505,2030477,2221014,0.66668,63509,0.028594597,H.sara,Chr14,Male
S4895__Hasnov_L2,2080188,1958755.9,2138788,0.6745,58600,0.027398695,H.antiochus,Chr14,Female
S4897__Haaran_L2,2056511,1931856.9,2108642,0.70512,52131,0.024722547,H.antiochus,Chr14,Male
S534_U_Heeleu_L5,2079799,1930654.7,2107813,0.84187,28014,0.013290553,H.eleuchia,Chr14,Male
S5_USD_Hssara_L7,2084515,2024394,2213937,0.31719,129422,0.058457851,H.sara,Chr14,Male
S857_U_Heeleu_L2,2027449,1934937.2,2112381,0.52136,84932,0.040206762,H.eleuchia,Chr14,Female
S8970__Heeleu_L2,1979638,1887933.5,2060330,0.53194,80692,0.0391646,H.eleuchia,Chr14,Female
S8_USD_Hssara_L7,2100048,2039610.8,2230800,0.31611,130752,0.058612157,H.sara,Chr14,Male
S9556__Haaran_L2,2060971,1924616.9,2100719,0.77429,39748,0.018921141,H.antiochus,Chr14,Female
A2458__Heeleu_L2,2472181,2274068.5,2482065,0.95248,9884,0.003982168,H.eleuchia,Chr15,Male
A2790__Hssaph_L2,2519909,2359649.2,2576915,0.73762,57006,0.022121801,H.sapho,Chr15,Male
A28_US_Hasnov_L2,2494089,2310512,2522549,0.86578,28460,0.011282239,H.congener,Chr15,Male
A3154__Heeleu_L2,2528086,2324672.2,2538370,0.95188,10284,0.004051419,H.eleuchia,Chr15,Male
A323_U_Hasnov_L2,2499589,2337489.3,2552702,0.75321,53113,0.020806581,H.antiochus,Chr15,Female
A3491__Hschoc_L3,2480381,2316688.6,2528986,0.77105,48605,0.019219165,H.sapho,Chr15,Female
A3497__Hschoc,2519429,2347130.4,2563208,0.79739,43779,0.017079769,H.sapho,Chr15,Male
A3501__Hschoc_L2,2503798,2338702.7,2553729,0.76779,49931,0.019552192,H.sapho,Chr15,Male
A3646__Heeleu_L2,2465732,2297287.9,2508209,0.79861,42477,0.016935192,H.eleuchia,Chr15,Male
A3740__Hcaqui_L2,2563636,2373004.9,2592557,0.86827,28921,0.011155396,H.congener,Chr15,Male
A3837__Hcaqui_L2,2542691,2348418.4,2565020,0.89691,22329,0.008705195,H.congener,Chr15,Male
A3856__Hsspru_L1,2560092,2505924.9,2743592,0.22791,183500,0.066883123,H.sara,Chr15,Female
A3858__Hsspru_L1,2606727,2498747.9,2735577,0.45594,128850,0.04710158,H.sara,Chr15,Female
A3861__Hsspru_L1,2607181,2494743.3,2731171,0.47557,123990,0.045398109,H.sara,Chr15,Female
A3900__Hsmagd_L1,2597339,2494525.9,2730864,0.43503,133525,0.048894782,H.sara,Chr15,Female
A4016__Hlleuc,2454240,2329281.8,2546641,0.57489,92401,0.036283481,H.leucadia,Chr15,Female
A4121__Hssara_L1,2561935,2486093.8,2721292,0.32246,159357,0.058559317,H.sara,Chr15,Male
A4272__Hssara_L1,2540142,2464454.9,2697180,0.32522,157038,0.058223033,H.sara,Chr15,Male
A4278__Hcaqui_L2,2528297,2342173.1,2557817,0.86311,29520,0.011541091,H.congener,Chr15,Male
A4340__Hsmagd_L1,2537167,2462710.3,2695235,0.32021,158068,0.058647205,H.sara,Chr15,Male
A4343__Hssara_L1,2550902,2473850.1,2707572,0.32967,156670,0.057863651,H.sara,Chr15,Female
A4489__Hssara_L1,2556488,2480605.7,2715124,0.32357,158636,0.058426797,H.sara,Chr15,Male
A4534__Hsbrev_L2,2603635,2500557.7,2737566,0.43491,133931,0.048923387,H.sara,Chr15,Female
A4538__Hsbrev_L2,2613084,2486173.4,2721456,0.5394,108372,0.039821331,H.sara,Chr15,Male
A4678__Hselek_L2,2627544,2481491.6,2716339,0.6219,88795,0.032689219,H.sara,Chr15,Female
A4680__Hselek_L6,2601621,2457359.7,2689713,0.62087,88092,0.03275145,H.sara,Chr15,Male
A4683__Hselek_L2,2613121,2463543.3,2696522,0.64202,83401,0.030929101,H.sara,Chr15,Female
A4749__Heeleu,2478179,2308850.9,2520514,0.79999,42335,0.016796177,H.eleuchia,Chr15,Female
D3_USD_Hvenez_L1,2474227,2276725.9,2485701,0.94509,11474,0.004616002,H.hewitsoni,Chr15,Male
D5208__Hvenez_L1,2399188,2240380.9,2445886,0.77276,46698,0.019092468,H.antiochus,Chr15,Male
D5211__Hvenez_L1,2526141,2433602.1,2663159,0.40312,137018,0.051449425,H.sara,Chr15,Male
D5213__Hvenez_L1,2460644,2301285.1,2513435,0.75116,52791,0.021003527,H.antiochus,Chr15,Male
D5221__Hvenez_L1,2412339,2258527.2,2465668,0.74255,53329,0.021628622,H.antiochus,Chr15,Female
D5248__Hvenez_L1,2553823,2453003.7,2685028,0.43452,131205,0.048865412,H.sara,Chr15,Female
D5253__Hvenez_L1,2424904,2251939.4,2458592,0.83698,33688,0.013702151,H.antiochus,Chr15,Male
D5259__Hvenez_L1,2448871,2291542.9,2502367,0.74625,53496,0.021378159,H.antiochus,Chr15,Male
D5270__Hvenez_L1,2419687,2279348.8,2488815,0.66998,69128,0.027775467,H.antiochus,Chr15,Male
D5273__Hvenez_L1,2398092,2258159,2464669,0.67761,66577,0.027012552,H.antiochus,Chr15,Female
D5276__Hvenez_L1,2423541,2282180.2,2491675,0.67477,68134,0.027344658,H.antiochus,Chr15,Female
D6_USD_Hvenez_L1,2433380,2234903.3,2439056,0.9722,5676,0.00232713,H.hewitsoni,Chr15,Female
D7_USD_Hvenez_L1,2425204,2227903.9,2430867,0.9721,5663,0.002329621,H.hewitsoni,Chr15,Male
R_1163_Hasnov_L8,2455662,2303445.7,2515166,0.71895,59504,0.023658081,H.antiochus,Chr15,Male
R_15_D_Hssara_L1,2510831,2433384.7,2662510,0.33801,151679,0.056968425,H.sara,Chr15,Male
R_16_D_Hssara_L1,2516862,2440368.4,2670397,0.33254,153535,0.057495196,H.sara,Chr15,Male
R_2794_Hssaph_L7,2427152,2269634.3,2476642,0.76093,49490,0.019982702,H.sapho,Chr15,Female
R_31_D_Hsmagd_L1,2582455,2479020.4,2713741,0.44067,131286,0.048378235,H.sara,Chr15,Male
R_32_D_Hsmagd_L2,2585760,2482528.3,2717652,0.43905,131892,0.0485316,H.sara,Chr15,Male
R_3467_Hssara_L1,2509048,2430380.7,2659108,0.34393,150060,0.056432458,H.sara,Chr15,Male
R_3510_Hschoc_L8,2453357,2291511.4,2501040,0.77243,47683,0.019065269,H.sapho,Chr15,Female
R_3511_Hschoc_L2,2448966,2288479.6,2497812,0.76666,48846,0.019555515,H.sapho,Chr15,Male
R_35_D_Hssara_L1,2505937,2429212.7,2657786,0.33567,151849,0.057133644,H.sara,Chr15,Female
R_36_D_Hssara_L8,2477636,2485770.7,2720499,-0.03466,242863,0.08927149,H.sara,Chr15,Female
R_3751_Hssara_L8,2529955,2453628.3,2685022,0.32986,155067,0.057752599,H.sara,Chr15,Female
R_37_D_Hssara_L2,2460861,2472879.3,2705897,-0.05158,245036,0.090556292,H.sara,Chr15,Female
R_4134_Hsmagd_L7,2540172,2463797.4,2696342,0.32843,156170,0.057919211,H.sara,Chr15,Male
R_4186_Hsmagd_L8,2568545,2462192.2,2695178,0.45648,126633,0.046985023,H.sara,Chr15,Male
R_4187_Hsmagd_L1,2593050,2488995.9,2724827,0.44122,131777,0.048361602,H.sara,Chr15,Male
R_4510_Hssaph_L8,2494477,2336339.5,2551113,0.7363,56636,0.022200506,H.sapho,Chr15,Female
R_4590_Hsspru_L2,2578857,2475230.7,2709492,0.44235,130635,0.048213835,H.sara,Chr15,Male
R_4591_Hsspru_L1,2557419,2452637.5,2684440,0.45203,127021,0.047317504,H.sara,Chr15,Male
R_4597_Hsspru_L7,2577304,2473811,2707948,0.44202,130644,0.048244649,H.sara,Chr15,Female
R_4864_Heeleu_L7,2459641,2291580.6,2501309,0.80132,41668,0.016658478,H.eleuchia,Chr15,Female
R_4871_Heeleu_L8,2430587,2264345.6,2470740,0.80546,40153,0.016251406,H.eleuchia,Chr15,Male
R_5074_Haaran_L7,2445574,2288508.1,2498294,0.7487,52720,0.0211024,H.antiochus,Chr15,Female
R_5091_Hssaph_L8,2477050,2321349.2,2534314,0.73111,57264,0.022595464,H.sapho,Chr15,Female
R_5092_Hssaph_L1,2489161,2330622.5,2544323,0.74187,55162,0.021680423,H.sapho,Chr15,Female
R_5237_Hssaph_L3,2448619,2293732,2503862,0.7371,55243,0.022063117,H.sapho,Chr15,Male
R_5314_Hssaph_L3,2455364,2299650.3,2510225,0.73947,54861,0.021855013,H.sapho,Chr15,Female
R_5324_Hssaph_L3,2467916,2312275.7,2524271,0.73417,56355,0.022325257,H.sapho,Chr15,Male
R_806__Hccong_L1,2486695,2301936.2,2513026,0.87526,26331,0.010477806,H.congener,Chr15,Female
R_807__Hccong_L1,2466680,2282105.3,2490973,0.88369,24293,0.009752414,H.congener,Chr15,Male
R_808__Hccong_L1,2452798,2270362.1,2477963,0.87878,25165,0.010155519,H.congener,Chr15,Male
R_812__Hssara_L3,2511141,2433314.4,2662652,0.33935,151511,0.056902291,H.sara,Chr15,Female
R_820__Hssara_L3,2533715,2453860.2,2685316,0.34501,151601,0.056455553,H.sara,Chr15,Male
R_828__Hssara_L3,2522803,2446347.7,2677074,0.33137,154271,0.057626722,H.sara,Chr15,Male
R_831__Hccong_L7,2365801,2195935.6,2393846,0.85829,28045,0.011715457,H.congener,Chr15,Female
R_869__Heprim_L3,2364197,2199536.2,2399349,0.82408,35152,0.014650641,H.eleuchia,Chr15,Male
R_870__Heprim_L3,2417097,2249423.1,2454712,0.81677,37615,0.01532359,H.eleuchia,Chr15,Female
R_871__Hsspru_L3,2579399,2470223.3,2704024,0.46696,124625,0.046088718,H.sara,Chr15,Male
R_886__Hsspru_L3,2585900,2472403.8,2706451,0.48493,120551,0.044542096,H.sara,Chr15,Male
R_887__Heprim_L3,2336771,2173775.3,2370985,0.82651,34214,0.01443029,H.eleuchia,Chr15,Female
R_888__Heprim_L3,2364581,2199453,2399245,0.8265,34664,0.014447878,H.eleuchia,Chr15,Male
S1053__Hssara_L7,2548484,2472212.9,2705773,0.32656,157289,0.058130893,H.sara,Chr15,Male
S12_US_Hssara_L7,2543991,2469285.2,2702564,0.32024,158573,0.058675021,H.sara,Chr15,Female
S1_USD_Hssara_L7,2538228,2462341.4,2694716,0.32657,156488,0.058072168,H.sara,Chr15,Male
S2083__Heeleu_L2,2535059,2329130,2543727,0.95961,8668,0.003407598,H.eleuchia,Chr15,Male
S21203_Haanti_L5,2502456,2362194.4,2580755,0.64175,78299,0.030339571,H.antiochus,Chr15,Female
S21204_Hssara_L5,2547984,2472333.9,2705954,0.32382,157970,0.058378672,H.sara,Chr15,Male
S21229_Haanti_L5,2481893,2342311.2,2558780,0.64481,76887,0.030048304,H.antiochus,Chr15,Male
S21234_Haanti_L2,2504845,2363418.6,2582186,0.64647,77341,0.029951754,H.antiochus,Chr15,Female
S2172__Hsmagd_L5,2604281,2488444.6,2724100,0.49155,119819,0.043984802,H.sara,Chr15,Male
S2852__Heprim_L2,2475932,2304000.7,2515372,0.81341,39440,0.015679589,H.eleuchia,Chr15,Male
S29_US_Hsmagd_L2,2487334,2517071.4,2755748,-0.12459,268414,0.097401504,H.sara,Chr15,Male
S3106__Heeleu_L2,2383733,2193373.2,2393007,0.95354,9274,0.003875459,H.eleuchia,Chr15,Male
S337_1_Haanti_L2,2497917,2355781.1,2573446,0.653,75529,0.029349363,H.antiochus,Chr15,Male
S33_US_Hlpseu_L5,2520378,2348719.9,2568251,0.78193,47873,0.018640312,H.leucadia,Chr15,Male
S3533__Hsmagd_L5,2603223,2499824.4,2736759,0.4364,133536,0.048793482,H.sara,Chr15,Male
S40203_Hccong_L2,2508435,2323005.5,2536700,0.86773,28265,0.011142429,H.congener,Chr15,Male
S40219_Hssara_L7,2546151,2470523.3,2703907,0.32405,157756,0.058343723,H.sara,Chr15,Male
S40343_Heprim_L2,2474938,2303036.8,2514391,0.81333,39453,0.015690877,H.eleuchia,Chr15,Male
S4096__Haanti_L5,2497170,2357150.6,2575197,0.64215,78027,0.03029943,H.antiochus,Chr15,Female
S4097__Haanti_L5,2501215,2360437.6,2578959,0.64423,77744,0.030145497,H.antiochus,Chr15,Male
S4346__Hsmagd_L5,2534331,2459156.1,2691281,0.32386,156950,0.058317953,H.sara,Chr15,Female
S4704__Hselek_L5,2620292,2475782.1,2710162,0.61656,89870,0.033160379,H.sara,Chr15,Male
S4895__Hasnov_L2,2523442,2373194.4,2593109,0.68321,69667,0.026866206,H.antiochus,Chr15,Female
S4897__Haaran_L2,2498020,2342244.2,2558421,0.72059,60401,0.023608702,H.antiochus,Chr15,Male
S534_U_Heeleu_L5,2531994,2359954,2578212,0.78824,46218,0.017926377,H.eleuchia,Chr15,Male
S5_USD_Hssara_L7,2523518,2448876.5,2679878,0.32312,156360,0.05834594,H.sara,Chr15,Male
S857_U_Heeleu_L2,2519285,2312857.6,2525469,0.97091,6184,0.002448654,H.eleuchia,Chr15,Female
S8970__Heeleu_L2,2488623,2318677,2531618,0.79809,42995,0.01698321,H.eleuchia,Chr15,Female
S8_USD_Hssara_L7,2548636,2473571.3,2707401,0.32102,158765,0.05864111,H.sara,Chr15,Male
S9556__Haaran_L2,2498697,2331162.9,2546087,0.7795,47390,0.018612875,H.antiochus,Chr15,Female
A2458__Heeleu_L2,2271082,2091372.1,2279094,0.95732,8012,0.003515432,H.eleuchia,Chr16,Male
A2790__Hssaph_L2,2308441,2158295.5,2353273,0.77007,44832,0.019050913,H.sapho,Chr16,Male
A28_US_Hasnov_L2,2286012,2120877.2,2311713,0.86532,25701,0.01111773,H.congener,Chr16,Male
A3154__Heeleu_L2,2315304,2132108.9,2324227,0.95355,8923,0.003839126,H.eleuchia,Chr16,Male
A323_U_Hasnov_L2,2286420,2143611.3,2337241,0.73754,50821,0.021744014,H.antiochus,Chr16,Female
A3491__Hschoc_L3,2271728,2121986.8,2312936,0.78419,41208,0.017816317,H.sapho,Chr16,Female
A3497__Hschoc,2305354,2154042.3,2348755,0.7771,43401,0.0184783,H.sapho,Chr16,Male
A3501__Hschoc_L2,2290601,2142421,2335770,0.76639,45169,0.019337949,H.sapho,Chr16,Male
A3646__Heeleu_L2,2258849,2108996.9,2298911,0.78905,40062,0.017426512,H.eleuchia,Chr16,Male
A3740__Hcaqui_L2,2341609,2171318.9,2368045,0.86562,26436,0.011163639,H.congener,Chr16,Male
A3837__Hcaqui_L2,2327984,2151381,2345939,0.90771,17955,0.007653652,H.congener,Chr16,Male
A3856__Hsspru_L1,2315349,2294396.5,2507697,0.09823,192348,0.076703047,H.sara,Chr16,Female
A3858__Hsspru_L1,2369426,2274278.9,2485364,0.45075,115938,0.046648298,H.sara,Chr16,Female
A3861__Hsspru_L1,2381686,2267290.2,2477652,0.54381,95966,0.038732639,H.sara,Chr16,Female
A3900__Hsmagd_L1,2366677,2277159,2488680,0.42321,122003,0.049023177,H.sara,Chr16,Female
A4016__Hlleuc,2308940,2166534.8,2365138,0.71703,56198,0.023760981,H.leucadia,Chr16,Female
A4121__Hssara_L1,2334582,2268674,2478893,0.31352,144311,0.058215905,H.sara,Chr16,Male
A4272__Hssara_L1,2314083,2249478.5,2457646,0.31035,143563,0.058414841,H.sara,Chr16,Male
A4278__Hcaqui_L2,2312670,2143819.2,2337274,0.87282,24604,0.010526793,H.congener,Chr16,Male
A4340__Hsmagd_L1,2312823,2248999.7,2456965,0.30689,144142,0.058666688,H.sara,Chr16,Male
A4343__Hssara_L1,2324189,2258996.1,2468097,0.31178,143908,0.058307271,H.sara,Chr16,Female
A4489__Hssara_L1,2340023,2263115.9,2472805,0.36677,132782,0.053696915,H.sara,Chr16,Male
A4534__Hsbrev_L2,2370143,2281638.5,2493528,0.41769,123385,0.049482099,H.sara,Chr16,Female
